"Date","heure","co_centenario","no2_centenario","pm10_centenario","co_cordoba","no2_cordoba","pm10_cordoba","co_la_boca","no2_la_boca","pm10_la_boca"
17532,1,0.43,9,25,0.47,14,24,0.37,28,23
17532,2,0.44,11,27,0.53,20,24,0.39,28,26
17532,3,0.46,13,30,0.59,21,26,0.4,29,29
17532,4,0.47,14,32,0.65,20,28,0.41,25,30
17532,5,0.47,12,32,0.71,17,28,0.41,16,31
17532,6,0.44,12,33,0.74,16,29,0.39,12,32
17532,7,0.41,9,33,0.77,15,29,0.37,16,32
17532,8,0.37,8,33,0.79,14,29,0.34,14,32
17532,9,0.35,NA,33,0.78,16,29,0.32,12,32
17532,10,0.42,NA,34,0.73,7,28,0.3,10,32
17532,11,0.41,5,34,0.68,5,28,0.28,12,32
17532,12,0.4,5,35,0.62,4,28,0.26,12,31
17532,13,0.4,5,35,0.58,4,27,0.25,14,31
17532,14,0.39,6,35,0.55,6,27,0.24,18,31
17532,15,0.39,7,NA,0.53,8,26,0.24,16,30
17532,16,0.39,8,NA,0.52,8,26,0.23,18,30
17532,17,0.37,6,NA,0.51,7,26,0.24,15,30
17532,18,0.28,10,NA,0.51,6,25,0.23,20,30
17532,19,0.25,5,NA,0.52,9,26,0.23,20,31
17532,20,0.25,7,NA,0.54,10,26,0.24,25,31
17532,21,0.25,8,NA,0.56,10,27,0.25,22,31
17532,22,0.26,8,NA,0.57,13,26,0.26,23,30
17532,23,0.27,11,NA,0.58,13,25,0.28,23,29
17532,24,0.28,9,NA,0.6,15,25,0.29,24,28
17533,1,0.29,10,NA,0.62,16,24,0.3,22,26
17533,2,0.29,8,NA,0.63,9,23,0.31,19,22
17533,3,0.29,8,NA,0.63,8,21,0.31,14,19
17533,4,0.28,8,NA,0.62,8,19,0.31,16,18
17533,5,0.26,5,NA,0.6,11,18,0.31,19,17
17533,6,0.26,10,NA,0.6,11,18,0.32,24,17
17533,7,0.27,14,NA,0.59,10,17,0.34,23,17
17533,8,0.28,12,NA,0.6,13,17,0.36,23,17
17533,9,0.3,15,NA,0.62,14,17,0.38,22,18
17533,10,0.34,19,10,0.67,22,17,0.42,28,19
17533,11,0.35,21,12,0.73,29,17,0.44,30,19
17533,12,0.38,NA,13,0.8,31,18,0.45,31,20
17533,13,NA,NA,NA,0.87,30,19,0.45,29,21
17533,14,NA,NA,NA,0.92,24,19,0.44,27,21
17533,15,NA,NA,NA,0.98,26,20,0.41,29,22
17533,16,NA,NA,NA,1.01,27,20,0.38,30,23
17533,17,NA,NA,NA,1.03,26,21,0.38,33,25
17533,18,NA,NA,NA,1.02,27,22,0.36,34,26
17533,19,NA,NA,NA,1,24,23,0.37,31,27
17533,20,NA,NA,NA,0.98,25,24,0.36,28,27
17533,21,NA,NA,NA,0.95,22,24,0.35,31,29
17533,22,NA,NA,NA,0.93,21,26,0.35,33,31
17533,23,NA,NA,NA,0.92,22,28,0.34,19,33
17533,24,NA,NA,NA,0.9,20,30,0.32,12,36
17534,1,NA,NA,NA,0.86,17,31,0.3,23,37
17534,2,NA,NA,NA,0.81,14,31,0.26,30,37
17534,3,NA,NA,NA,0.76,16,32,0.22,32,37
17534,4,NA,NA,NA,0.71,15,32,0.21,35,38
17534,5,NA,NA,NA,0.67,13,32,0.22,28,38
17534,6,NA,NA,NA,0.63,18,32,0.24,23,38
17534,7,NA,NA,NA,0.58,22,32,0.28,25,38
17534,8,NA,NA,NA,0.54,20,32,0.33,25,38
17534,9,NA,NA,NA,0.53,13,33,0.37,27,39
17534,10,NA,NA,NA,0.53,9,33,0.41,25,40
17534,11,NA,NA,NA,0.53,10,33,0.44,25,41
17534,12,NA,NA,NA,0.54,11,32,0.48,30,41
17534,13,NA,NA,NA,0.55,10,32,0.5,28,42
17534,14,NA,NA,NA,0.55,12,32,0.5,24,42
17534,15,NA,NA,NA,0.56,14,33,0.48,26,44
17534,16,NA,NA,NA,0.58,20,33,0.46,29,46
17534,17,NA,NA,NA,0.6,21,33,0.43,23,46
17534,18,NA,NA,NA,0.63,22,35,0.41,24,48
17534,19,NA,NA,NA,0.66,22,35,0.4,25,47
17534,20,NA,NA,NA,0.68,22,35,0.39,30,48
17534,21,NA,NA,NA,0.71,25,35,0.38,28,47
17534,22,NA,NA,NA,0.74,30,34,0.38,28,46
17534,23,NA,NA,NA,0.77,29,34,0.4,28,45
17534,24,NA,NA,NA,0.8,28,34,0.42,29,44
17535,1,NA,NA,NA,0.8,22,34,0.44,33,45
17535,2,NA,NA,NA,0.8,21,35,0.43,32,46
17535,3,NA,NA,NA,0.78,21,36,0.41,32,46
17535,4,NA,NA,NA,0.78,22,37,0.39,34,47
17535,5,NA,NA,NA,0.77,20,37,0.36,33,48
17535,6,NA,NA,NA,0.74,22,37,0.35,34,48
17535,7,NA,NA,NA,0.72,26,38,0.33,35,49
17535,8,NA,NA,NA,0.7,23,39,0.31,36,50
17535,9,NA,NA,NA,0.7,24,40,0.31,38,50
17535,10,NA,NA,NA,0.71,25,41,0.33,37,51
17535,11,NA,NA,NA,0.72,25,42,0.35,45,51
17535,12,NA,NA,NA,0.73,19,42,0.37,38,52
17535,13,NA,NA,NA,0.74,18,43,0.37,29,54
17535,14,NA,NA,NA,0.75,15,44,0.37,30,56
17535,15,NA,NA,NA,0.75,16,45,0.34,28,57
17535,16,NA,NA,NA,0.75,16,46,0.32,32,57
17535,17,NA,NA,NA,0.75,18,46,0.3,35,57
17535,18,NA,NA,NA,0.74,20,46,0.28,39,57
17535,19,NA,NA,NA,0.75,28,46,0.29,45,57
17535,20,NA,NA,NA,0.77,29,46,0.31,51,57
17535,21,NA,NA,NA,0.8,34,46,0.36,54,58
17535,22,NA,NA,NA,0.86,42,46,0.43,57,59
17535,23,NA,NA,NA,0.91,34,46,0.49,56,60
17535,24,NA,NA,NA,0.95,19,45,0.52,45,61
17536,1,NA,NA,NA,0.95,15,45,0.58,44,61
17536,2,NA,NA,NA,0.93,9,44,0.59,33,61
17536,3,NA,NA,NA,0.9,8,43,0.57,30,61
17536,4,NA,NA,NA,0.86,8,43,0.55,27,61
17536,5,NA,NA,NA,0.79,9,42,0.51,21,61
17536,6,NA,NA,NA,0.72,21,43,0.46,30,62
17536,7,NA,NA,NA,0.68,27,44,0.41,27,61
17536,8,NA,NA,NA,0.65,24,44,0.38,23,60
17536,9,NA,NA,NA,0.66,28,44,0.33,24,59
17536,10,NA,NA,NA,0.7,27,45,0.32,26,58
17536,11,NA,NA,NA,0.75,27,46,0.32,27,57
17536,12,NA,NA,NA,0.81,29,46,0.34,27,56
17536,13,NA,NA,NA,0.86,26,44,0.37,29,54
17536,14,NA,NA,NA,0.88,27,42,0.37,30,56
17536,15,NA,NA,NA,0.89,27,40,0.34,28,57
17536,16,NA,NA,NA,0.9,31,38,0.32,32,57
17536,17,NA,NA,NA,0.91,33,37,0.3,35,57
17536,18,NA,NA,NA,0.94,37,36,0.28,39,57
17536,19,NA,NA,NA,0.92,31,34,0.29,45,57
17536,20,NA,NA,NA,0.9,30,34,0.31,51,57
17536,21,NA,NA,NA,0.89,27,33,0.36,54,58
17536,22,NA,NA,NA,0.89,27,33,0.43,57,59
17536,23,NA,NA,NA,0.86,24,32,0.49,56,60
17536,24,NA,NA,NA,0.83,25,31,0.52,45,61
17537,1,NA,NA,NA,0.83,26,31,0.58,44,61
17537,2,NA,NA,NA,0.8,22,32,0.59,33,61
17537,3,NA,NA,NA,0.78,16,32,0.57,30,61
17537,4,NA,NA,NA,0.74,16,32,0.55,27,61
17537,5,NA,NA,NA,0.71,17,33,0.51,21,61
17537,6,NA,NA,NA,0.68,18,NA,0.46,30,62
17537,7,NA,NA,NA,0.69,19,NA,0.41,27,61
17537,8,NA,NA,NA,0.71,23,NA,0.38,23,60
17537,9,NA,NA,NA,0.67,24,NA,0.33,24,59
17537,10,NA,NA,NA,0.62,13,NA,0.32,26,58
17537,11,NA,NA,NA,0.6,12,NA,0.32,27,57
17537,12,NA,NA,NA,0.6,13,NA,0.34,27,56
17537,13,NA,NA,NA,0.58,11,NA,0.35,29,53
17537,14,NA,NA,NA,0.57,14,NA,0.37,30,50
17537,15,NA,NA,NA,0.53,13,NA,0.4,29,46
17537,16,NA,NA,NA,0.49,11,NA,0.42,34,43
17537,17,NA,NA,NA,0.47,14,NA,0.49,32,40
17537,18,NA,NA,NA,0.46,15,NA,0.55,33,39
17537,19,NA,NA,NA,0.45,20,NA,0.58,36,38
17537,20,NA,NA,NA,0.45,24,NA,0.59,36,37
17537,21,NA,NA,NA,0.45,24,NA,0.61,35,36
17537,22,NA,NA,NA,0.45,16,NA,0.61,32,35
17537,23,NA,NA,NA,0.45,15,NA,0.62,35,33
17537,24,NA,NA,NA,0.45,12,NA,0.61,35,31
17538,1,NA,NA,NA,0.46,14,NA,0.57,34,30
17538,2,NA,NA,NA,0.47,17,NA,0.51,27,29
17538,3,NA,NA,NA,0.47,9,NA,0.46,20,29
17538,4,NA,NA,NA,0.47,6,NA,0.41,22,28
17538,5,NA,NA,NA,0.47,4,NA,0.37,25,27
17538,6,NA,NA,NA,0.48,4,NA,0.33,21,26
17538,7,NA,NA,NA,0.48,4,NA,0.29,23,25
17538,8,NA,NA,NA,0.5,4,NA,0.27,18,25
17538,9,NA,NA,NA,0.5,5,NA,0.25,22,25
17538,10,NA,NA,NA,0.5,5,NA,0.24,18,25
17538,11,NA,NA,NA,0.52,6,NA,0.23,22,24
17538,12,NA,NA,NA,0.54,7,NA,0.23,25,23
17538,13,NA,NA,NA,0.57,9,NA,0.27,24,19
17538,14,NA,NA,NA,0.61,10,NA,0.28,24,19
17538,15,NA,NA,NA,0.66,10,NA,0.27,20,20
17538,16,NA,NA,NA,0.7,8,NA,0.27,20,20
17538,17,NA,NA,NA,0.73,8,NA,0.27,24,20
17538,18,NA,NA,NA,0.76,8,21,0.29,31,20
17538,19,NA,NA,NA,0.78,11,22,0.3,32,21
17538,20,NA,NA,NA,0.79,14,22,0.31,34,21
17538,21,NA,NA,NA,0.8,21,21,0.34,35,21
17538,22,NA,NA,NA,0.8,24,21,0.37,35,21
17538,23,NA,NA,NA,0.81,24,21,0.41,37,22
17538,24,NA,NA,NA,0.82,28,21,0.44,37,22
17539,1,NA,NA,NA,0.8,23,19,0.46,37,22
17539,2,NA,NA,NA,0.79,17,19,0.47,36,22
17539,3,NA,NA,NA,0.77,14,19,0.46,39,22
17539,4,NA,NA,NA,0.75,12,19,0.45,38,22
17539,5,NA,NA,NA,0.73,12,19,0.43,35,23
17539,6,NA,NA,NA,0.7,15,19,0.41,40,23
17539,7,NA,NA,NA,0.67,19,19,0.39,35,23
17539,8,NA,NA,NA,0.64,20,19,0.38,35,23
17539,9,NA,NA,NA,0.63,16,19,0.37,31,24
17539,10,NA,NA,NA,0.62,14,20,0.37,31,25
17539,11,NA,NA,NA,0.62,13,20,0.38,31,26
17539,12,NA,NA,NA,0.62,15,20,0.39,34,28
17539,13,NA,NA,NA,0.63,13,20,0.4,32,28
17539,14,NA,NA,NA,0.63,13,20,0.41,37,28
17539,15,NA,NA,NA,0.63,11,20,0.43,43,28
17539,16,NA,NA,NA,0.63,14,19,0.41,30,29
17539,17,NA,NA,NA,0.63,12,19,0.4,44,29
17539,18,NA,NA,NA,0.63,15,18,0.4,47,28
17539,19,NA,NA,NA,0.65,28,18,0.41,43,28
17539,20,NA,NA,NA,0.7,38,19,0.39,36,29
17539,21,NA,NA,NA,0.74,38,19,0.37,31,29
17539,22,NA,NA,NA,0.76,33,19,0.37,44,29
17539,23,NA,NA,NA,0.81,37,19,0.34,47,30
17539,24,NA,NA,NA,0.83,27,20,0.36,40,31
17540,1,NA,NA,NA,0.83,14,20,0.36,30,31
17540,2,NA,NA,NA,0.82,13,20,0.33,13,31
17540,3,NA,NA,NA,0.79,13,20,0.31,18,31
17540,4,NA,NA,NA,0.73,17,20,0.31,26,31
17540,5,NA,NA,NA,0.68,13,20,0.31,25,30
17540,6,NA,NA,NA,0.64,12,20,0.28,28,30
17540,7,NA,NA,NA,0.58,18,20,0.27,26,30
17540,8,NA,NA,NA,0.55,14,20,0.27,23,30
17540,9,NA,NA,NA,0.55,9,20,0.28,19,30
17540,10,NA,8,NA,0.56,15,20,0.3,19,29
17540,11,NA,12,NA,0.59,19,20,0.31,20,29
17540,12,NA,15,NA,0.62,19,20,0.32,24,28
17540,13,NA,NA,NA,0.66,22,20,0.34,26,28
17540,14,NA,NA,NA,0.72,20,20,0.35,28,28
17540,15,NA,19,NA,0.79,20,20,0.36,25,28
17540,16,NA,26,NA,0.85,17,21,0.36,21,28
17540,17,NA,23,NA,0.92,18,21,0.37,27,29
17540,18,NA,24,NA,0.98,20,22,0.39,31,30
17540,19,0.14,22,NA,1.01,17,22,0.41,30,31
17540,20,0.14,21,NA,1.03,16,23,0.42,30,32
17540,21,0.15,27,NA,1.04,16,24,0.44,25,33
17540,22,0.15,18,NA,1.04,18,24,0.45,25,34
17540,23,0.15,15,NA,1.01,16,24,0.46,26,33
17540,24,0.15,15,NA,0.96,9,23,0.44,21,31
17541,1,0.15,16,NA,0.89,9,23,0.42,12,32
17541,2,0.14,15,NA,0.82,9,23,0.39,12,32
17541,3,0.12,17,NA,0.76,15,23,0.37,9,32
17541,4,0.1,14,NA,0.71,17,24,0.35,10,32
17541,5,0.08,13,NA,0.66,17,24,0.33,12,32
17541,6,0.07,15,NA,0.61,16,24,0.32,19,32
17541,7,0.06,15,NA,0.58,18,24,0.32,18,32
17541,8,0.07,13,NA,0.57,17,25,0.34,17,32
17541,9,0.08,12,NA,0.57,16,25,0.37,18,32
17541,10,0.11,11,NA,0.57,16,25,0.39,21,32
17541,11,0.13,12,NA,0.58,26,26,0.4,23,32
17541,12,0.16,13,NA,0.59,31,26,0.42,26,33
17541,13,0.18,14,NA,0.6,36,27,0.44,26,33
17541,14,0.2,14,21,0.61,37,27,0.46,31,34
17541,15,0.21,20,22,NA,NA,27,0.46,33,36
17541,16,0.23,24,22,NA,NA,28,0.48,34,37
17541,17,0.26,29,23,NA,29,28,0.53,37,38
17541,18,0.26,23,24,NA,30,28,0.56,36,38
17541,19,0.27,24,24,NA,26,29,0.59,30,38
17541,20,0.28,20,24,NA,19,28,0.6,35,39
17541,21,0.28,19,25,1.34,20,28,0.61,31,38
17541,22,0.28,16,26,1.33,22,27,0.61,38,36
17541,23,0.29,18,27,1.3,19,27,0.62,40,36
17541,24,0.27,15,27,1.27,17,27,0.61,34,38
17542,1,0.25,11,28,1.19,16,27,0.56,27,38
17542,2,0.22,18,28,1.1,12,28,0.51,26,38
17542,3,0.19,12,29,1.01,22,28,0.48,26,38
17542,4,0.17,7,28,0.94,12,27,0.45,25,38
17542,5,0.14,7,28,0.87,5,27,0.43,27,38
17542,6,0.13,12,28,0.8,8,27,0.41,28,39
17542,7,0.12,17,28,0.75,12,26,0.41,28,40
17542,8,0.12,17,28,0.71,13,26,0.42,31,40
17542,9,0.12,17,27,0.7,13,25,0.45,33,43
17542,10,0.14,20,28,0.71,15,25,0.45,34,44
17542,11,0.16,21,27,0.73,22,25,0.47,NA,45
17542,12,0.2,27,28,0.77,39,26,0.52,NA,46
17542,13,0.24,23,27,0.8,45,27,0.55,27,46
17542,14,0.26,18,27,0.82,36,28,0.58,28,45
17542,15,0.26,13,26,0.87,36,28,0.58,26,43
17542,16,0.26,17,26,0.88,21,27,0.55,23,41
17542,17,0.27,29,25,0.91,22,27,0.51,28,40
17542,18,0.27,25,25,0.96,26,26,0.5,27,39
17542,19,0.27,22,25,1.01,36,26,0.51,30,38
17542,20,0.26,23,25,1.02,28,26,0.52,30,37
17542,21,0.24,31,25,1.03,24,26,0.53,29,37
17542,22,0.25,29,24,1.07,32,26,0.53,21,37
17542,23,0.28,26,26,1.09,38,27,0.54,25,39
17542,24,0.28,21,27,1.11,27,28,0.56,27,38
17543,1,0.25,17,27,1.08,15,27,0.56,16,38
17543,2,0.23,27,27,1.02,13,27,0.56,12,38
17543,3,0.21,21,27,0.94,15,27,0.55,14,38
17543,4,0.19,7,27,0.89,14,27,0.51,14,38
17543,5,0.17,9,27,0.85,6,27,0.47,15,37
17543,6,0.13,13,27,0.79,7,27,0.46,19,36
17543,7,0.11,17,26,0.7,10,27,0.44,20,36
17543,8,0.11,19,26,0.67,11,27,0.43,21,35
17543,9,0.13,20,26,0.68,20,26,0.45,25,32
17543,10,0.16,22,27,0.7,29,27,0.46,26,31
17543,11,0.19,22,27,0.72,19,27,0.47,21,30
17543,12,0.22,20,27,0.75,18,26,0.48,23,29
17543,13,0.25,22,26,0.8,26,24,0.5,23,29
17543,14,0.29,26,26,0.86,32,24,0.5,20,29
17543,15,0.31,22,27,0.91,28,23,0.5,23,29
17543,16,0.31,18,28,0.97,23,24,0.51,25,29
17543,17,0.31,23,28,0.99,19,25,0.5,29,29
17543,18,0.31,26,27,1.01,25,24,0.51,29,29
17543,19,0.29,38,28,1.01,24,26,0.52,22,31
17543,20,0.28,21,28,1.02,18,25,0.53,21,31
17543,21,0.27,25,28,1,20,24,0.53,21,30
17543,22,0.25,21,27,0.98,16,24,0.55,21,30
17543,23,0.23,21,26,0.96,10,23,0.56,25,29
17543,24,0.23,17,24,0.94,11,22,0.55,20,28
17544,1,0.22,14,23,0.89,12,21,0.53,23,28
17544,2,0.2,14,23,0.84,10,20,0.51,28,27
17544,3,0.19,12,23,0.81,12,20,0.48,29,26
17544,4,0.18,16,24,0.77,23,19,0.46,29,27
17544,5,0.17,15,25,0.72,20,19,0.45,23,27
17544,6,0.16,21,25,0.67,13,20,0.43,17,26
17544,7,0.15,21,NA,0.63,18,20,0.42,20,26
17544,8,0.15,21,NA,0.61,22,20,0.4,14,25
17544,9,0.17,22,NA,0.62,27,20,0.41,18,25
17544,10,0.17,18,NA,0.65,33,20,0.41,21,25
17544,11,0.18,18,NA,0.66,23,20,0.41,18,25
17544,12,0.19,22,NA,0.65,21,20,0.4,24,24
17544,13,0.21,23,NA,0.65,12,20,0.41,21,24
17544,14,0.22,21,NA,0.65,13,20,0.4,22,24
17544,15,0.24,18,NA,0.65,12,19,0.39,15,23
17544,16,0.22,15,NA,0.63,17,17,0.39,11,23
17544,17,0.21,21,NA,0.62,23,18,0.38,15,24
17544,18,0.22,16,NA,0.61,25,19,0.38,14,24
17544,19,0.21,15,NA,0.62,19,16,0.38,11,20
17544,20,0.2,11,NA,0.63,18,16,0.38,8,19
17544,21,0.17,9,NA,0.65,16,16,0.37,8,20
17544,22,0.16,9,NA,0.66,17,17,0.36,8,20
17544,23,0.14,9,NA,0.68,17,17,0.35,7,21
17544,24,0.13,7,NA,0.69,16,18,0.34,6,21
17545,1,0.11,7,NA,0.71,15,22,0.32,7,22
17545,2,0.09,6,NA,0.72,14,25,0.3,5,23
17545,3,0.07,5,NA,0.74,12,26,0.27,6,23
17545,4,0.06,4,NA,0.73,10,27,0.25,4,23
17545,5,0.06,4,NA,0.73,9,28,0.24,5,24
17545,6,NA,4,NA,0.73,9,28,0.22,5,24
17545,7,NA,6,NA,0.72,10,28,0.22,6,24
17545,8,NA,6,NA,0.72,10,29,0.21,6,24
17545,9,NA,7,NA,0.69,10,NA,0.2,6,24
17545,10,NA,6,NA,0.67,10,NA,0.2,5,23
17545,11,NA,6,NA,0.64,10,NA,0.2,5,21
17545,12,NA,6,NA,0.65,10,NA,0.2,6,21
17545,13,0.03,7,NA,0.67,12,NA,0.21,6,20
17545,14,0.04,7,NA,0.68,12,NA,0.21,6,20
17545,15,0.05,7,NA,0.7,12,NA,0.22,7,20
17545,16,0.06,7,NA,0.72,14,NA,0.23,7,20
17545,17,0.07,7,NA,0.75,15,NA,0.24,7,18
17545,18,0.08,8,NA,0.8,15,NA,0.26,7,16
17545,19,0.09,8,NA,0.82,12,NA,0.26,7,17
17545,20,0.1,8,NA,0.83,12,NA,0.27,7,17
17545,21,0.1,9,NA,0.85,15,NA,0.26,7,15
17545,22,0.1,8,NA,0.86,14,NA,0.26,7,15
17545,23,0.1,9,NA,0.85,14,NA,0.25,9,14
17545,24,0.09,9,NA,0.86,14,NA,0.25,10,13
17546,1,0.09,9,NA,0.85,13,NA,0.24,9,13
17546,2,0.08,10,NA,0.8,12,NA,0.23,8,12
17546,3,0.08,9,NA,0.78,8,NA,0.23,7,12
17546,4,0.07,8,NA,0.75,7,NA,0.22,7,12
17546,5,NA,7,NA,0.7,6,NA,0.22,8,12
17546,6,NA,8,NA,0.67,10,NA,0.21,7,12
17546,7,NA,11,NA,0.67,16,NA,0.22,11,12
17546,8,NA,13,NA,0.68,18,NA,0.22,10,11
17546,9,NA,13,NA,0.72,19,NA,0.23,10,12
17546,10,NA,13,NA,0.76,22,NA,0.24,10,12
17546,11,NA,14,NA,0.83,24,NA,0.25,11,13
17546,12,0.19,15,NA,0.9,25,NA,0.26,10,13
17546,13,0.18,15,NA,0.98,25,NA,0.27,10,14
17546,14,0.17,12,NA,1.05,26,NA,0.28,17,14
17546,15,0.19,18,NA,1.08,19,NA,0.28,21,14
17546,16,0.18,20,NA,1.09,20,NA,0.29,22,16
17546,17,0.18,14,NA,1.08,17,NA,0.3,21,16
17546,18,0.16,10,NA,1.07,15,NA,0.31,17,17
17546,19,0.16,11,NA,1.07,17,NA,0.32,19,19
17546,20,0.15,9,NA,1.03,15,NA,0.33,19,20
17546,21,0.15,11,NA,0.97,13,NA,0.33,14,20
17546,22,0.14,11,NA,0.92,14,NA,0.33,14,20
17546,23,0.13,10,NA,0.88,14,NA,0.33,15,20
17546,24,0.11,10,NA,0.84,13,NA,0.32,14,21
17547,1,0.1,8,NA,0.81,12,NA,0.32,15,21
17547,2,0.09,7,NA,0.76,11,NA,0.31,11,21
17547,3,0.07,6,NA,0.7,7,NA,0.29,8,21
17547,4,0.06,6,NA,0.66,6,NA,0.28,7,20
17547,5,0.05,8,NA,0.63,5,NA,0.28,6,20
17547,6,0.04,11,NA,0.61,7,NA,0.28,12,21
17547,7,0.04,12,NA,0.59,10,NA,0.3,16,21
17547,8,0.04,11,NA,0.58,13,NA,0.32,16,21
17547,9,0.06,10,NA,0.57,12,NA,0.33,16,22
17547,10,0.08,11,NA,0.56,8,NA,0.34,14,22
17547,11,0.11,10,NA,0.57,8,NA,0.35,15,23
17547,12,0.12,11,NA,0.59,11,NA,0.4,18,24
17547,13,0.12,12,NA,0.62,18,NA,0.4,19,25
17547,14,0.12,14,NA,0.65,19,NA,0.39,16,24
17547,15,0.13,18,NA,0.7,21,NA,0.36,21,24
17547,16,0.13,15,NA,0.73,16,NA,0.33,23,23
17547,17,0.11,13,NA,0.78,21,NA,0.31,22,23
17547,18,0.11,18,NA,0.82,21,NA,0.29,21,23
17547,19,0.11,18,NA,0.87,21,NA,0.28,26,23
17547,20,0.12,17,NA,0.89,22,NA,0.25,26,23
17547,21,0.13,16,NA,0.9,20,NA,0.25,24,23
17547,22,0.14,16,NA,0.91,21,NA,0.27,26,23
17547,23,0.14,17,NA,0.88,17,NA,0.27,17,24
17547,24,0.15,22,NA,0.86,13,NA,0.28,13,24
17548,1,0.16,11,NA,0.82,13,NA,0.29,11,24
17548,2,0.14,8,NA,0.78,11,NA,0.29,11,24
17548,3,0.12,7,NA,0.73,8,NA,0.29,9,24
17548,4,0.11,5,NA,0.7,7,NA,0.29,9,24
17548,5,0.1,10,NA,0.67,10,NA,0.28,10,24
17548,6,0.08,9,NA,0.63,8,NA,0.28,15,23
17548,7,0.07,11,NA,0.61,9,NA,0.3,14,24
17548,8,0.07,11,NA,0.6,9,NA,0.31,16,24
17548,9,0.07,10,NA,0.6,8,NA,0.31,16,24
17548,10,0.11,13,NA,0.59,NA,NA,0.32,NA,24
17548,11,0.16,17,NA,0.59,NA,NA,0.32,NA,24
17548,12,0.18,23,NA,NA,NA,NA,0.35,28,23
17548,13,0.19,26,NA,NA,NA,NA,0.38,22,23
17548,14,0.23,33,NA,NA,NA,NA,0.39,23,26
17548,15,0.26,30,NA,NA,NA,NA,0.42,20,30
17548,16,0.27,22,NA,NA,NA,NA,0.43,16,36
17548,17,0.29,24,NA,NA,NA,NA,0.43,18,36
17548,18,0.29,24,NA,NA,NA,NA,0.41,14,36
17548,19,0.27,23,NA,NA,NA,NA,0.4,14,35
17548,20,0.26,21,NA,NA,NA,NA,0.38,19,35
17548,21,0.24,23,NA,NA,NA,NA,0.38,23,36
17548,22,0.22,20,NA,NA,NA,NA,0.37,10,37
17548,23,0.19,18,NA,NA,NA,NA,0.35,NA,36
17548,24,0.18,19,NA,NA,NA,NA,0.34,NA,36
17549,1,0.17,21,NA,NA,NA,NA,NA,NA,36
17549,2,0.15,15,NA,NA,NA,NA,NA,NA,37
17549,3,0.14,12,NA,NA,NA,NA,NA,NA,37
17549,4,0.13,15,NA,NA,NA,NA,NA,NA,36
17549,5,0.14,24,NA,NA,NA,NA,NA,NA,37
17549,6,0.16,22,NA,NA,NA,NA,NA,NA,38
17549,7,0.17,24,NA,NA,NA,NA,NA,NA,39
17549,8,0.18,26,36,NA,NA,NA,NA,NA,39
17549,9,0.2,27,36,NA,NA,NA,NA,NA,39
17549,10,0.23,27,36,NA,NA,NA,NA,26,39
17549,11,0.24,24,37,NA,NA,NA,NA,22,39
17549,12,0.26,22,37,NA,NA,NA,NA,12,40
17549,13,0.23,21,36,NA,33,NA,NA,18,39
17549,14,0.21,20,36,NA,49,NA,NA,17,38
17549,15,0.21,24,34,NA,52,NA,0.31,47,36
17549,16,0.2,29,33,NA,41,NA,0.33,50,32
17549,17,0.2,37,33,NA,31,NA,0.36,51,33
17549,18,0.21,32,32,0.81,31,NA,0.38,45,34
17549,19,0.22,32,31,0.8,41,NA,0.43,44,35
17549,20,0.23,30,31,0.79,42,NA,0.47,38,36
17549,21,0.26,32,31,0.77,42,NA,0.5,38,36
17549,22,0.32,42,31,0.76,47,NA,0.54,44,36
17549,23,0.37,39,32,0.8,44,NA,0.59,48,37
17549,24,0.4,32,33,0.83,39,NA,0.6,36,38
17550,1,0.39,22,34,0.86,33,NA,0.6,33,38
17550,2,0.36,16,35,0.86,24,NA,0.58,26,38
17550,3,0.33,16,35,0.85,21,NA,0.54,21,39
17550,4,0.31,15,36,0.84,18,NA,0.51,19,39
17550,5,0.26,14,35,0.82,18,NA,0.49,13,39
17550,6,0.19,19,34,0.8,21,NA,0.45,20,39
17550,7,0.13,21,33,0.77,27,NA,0.38,21,38
17550,8,0.09,21,33,0.77,40,NA,0.35,24,37
17550,9,0.1,30,33,0.8,42,NA,0.35,30,37
17550,10,0.11,33,32,0.84,47,NA,0.36,33,37
17550,11,0.11,NA,33,0.9,40,NA,0.36,30,37
17550,12,0.14,NA,34,0.95,34,NA,0.35,19,37
17550,13,0.19,NA,35,0.99,36,NA,0.36,28,38
17550,14,0.26,NA,35,1.01,32,NA,0.37,38,39
17550,15,0.35,NA,35,0.99,28,NA,0.38,36,38
17550,16,0.45,NA,35,0.95,23,NA,0.38,36,37
17550,17,0.5,NA,34,0.9,23,NA,0.36,33,36
17550,18,0.49,NA,34,0.87,23,NA,0.35,36,37
17550,19,0.49,NA,34,0.84,19,NA,0.35,19,38
17550,20,0.51,NA,35,0.8,14,NA,0.36,17,38
17550,21,0.54,NA,34,0.77,15,NA,0.35,17,37
17550,22,0.53,NA,33,0.75,13,NA,0.34,14,36
17550,23,0.5,NA,32,0.75,15,NA,0.33,13,35
17550,24,0.46,NA,30,0.74,13,NA,0.32,18,35
17551,1,0.42,NA,29,0.74,12,NA,0.32,15,34
17551,2,0.41,NA,28,0.72,10,NA,0.31,12,34
17551,3,0.39,NA,28,0.68,9,NA,0.3,13,33
17551,4,0.38,NA,27,0.65,9,NA,0.31,11,33
17551,5,0.36,NA,27,0.63,10,NA,0.3,8,32
17551,6,0.34,NA,26,0.62,13,NA,0.3,13,32
