"Date","heure","co_centenario","no2_centenario","pm10_centenario","co_cordoba","no2_cordoba","pm10_cordoba","co_la_boca","no2_la_boca","pm10_la_boca"
17712,18,0.59,26,42,0.27,NA,NA,0.33,20,61
17712,19,0.59,23,40,0.27,NA,NA,0.33,21,56
17712,20,0.63,21,37,0.28,NA,NA,0.35,20,52
17712,21,0.66,21,35,0.3,NA,NA,0.37,17,51
17712,22,0.69,20,34,0.31,NA,NA,0.37,16,49
17712,23,0.71,18,32,0.33,NA,NA,0.38,15,46
17712,24,0.75,20,30,0.35,NA,NA,0.39,16,44
17713,1,0.76,18,29,0.35,NA,NA,0.41,12,41
17713,2,0.74,16,27,0.34,NA,NA,0.43,11,39
17713,3,0.7,16,26,0.34,NA,NA,0.44,10,38
17713,4,0.66,14,25,0.33,NA,NA,0.44,8,38
17713,5,0.62,12,24,0.31,NA,NA,0.44,9,37
17713,6,0.59,13,24,0.3,NA,NA,0.44,10,36
17713,7,0.56,13,23,0.29,NA,NA,0.44,7,36
17713,8,0.51,13,22,0.27,NA,NA,0.44,9,34
17713,9,0.52,14,22,0.29,NA,NA,0.42,10,32
17713,10,0.51,13,21,0.3,NA,NA,0.41,9,31
17713,11,0.52,12,21,0.32,NA,NA,0.4,12,29
17713,12,0.53,12,20,0.33,NA,NA,0.4,10,28
17713,13,0.58,15,20,0.36,NA,NA,0.41,14,28
17713,14,0.64,15,21,0.36,NA,NA,0.41,10,28
17713,15,0.66,11,21,0.35,NA,NA,0.42,11,28
17713,16,0.65,12,21,0.35,NA,NA,0.42,11,28
17713,17,0.63,13,20,0.35,NA,NA,0.43,12,28
17713,18,0.64,15,19,0.34,NA,NA,0.46,17,29
17713,19,0.65,17,19,0.34,NA,NA,0.5,14,29
17713,20,0.7,17,19,0.34,NA,NA,0.5,12,29
17713,21,0.71,15,19,0.35,NA,NA,0.52,14,28
17713,22,0.73,14,20,0.38,NA,NA,0.59,16,28
17713,23,0.73,10,21,0.4,NA,NA,0.59,8,28
17713,24,0.71,7,20,0.4,NA,NA,0.58,9,25
17714,1,0.69,9,19,0.38,NA,NA,0.58,11,23
17714,2,0.68,10,18,0.37,NA,NA,0.55,12,21
17714,3,0.67,11,18,0.36,NA,NA,0.52,11,21
17714,4,0.6,8,18,0.34,NA,NA,0.51,9,21
17714,5,0.53,7,18,0.31,NA,NA,0.48,9,21
17714,6,0.44,7,18,0.28,NA,NA,0.39,9,21
17714,7,0.42,10,18,0.27,NA,NA,0.38,11,20
17714,8,0.46,15,18,0.29,NA,NA,0.39,16,20
17714,9,0.49,15,18,0.32,NA,NA,0.4,16,21
17714,10,0.51,15,18,0.35,NA,NA,0.4,17,21
17714,11,0.5,15,18,0.37,NA,NA,0.38,14,21
17714,12,0.52,18,18,0.41,NA,NA,0.37,13,20
17714,13,0.53,17,18,0.44,NA,NA,0.35,13,20
17714,14,0.56,19,18,0.46,NA,NA,0.33,10,19
17714,15,0.55,16,17,0.47,NA,NA,0.31,14,19
17714,16,0.52,16,17,0.46,NA,NA,0.27,14,18
17714,17,0.48,16,17,0.45,NA,NA,0.24,14,17
17714,18,0.44,17,17,0.44,NA,NA,0.21,17,16
17714,19,0.44,19,16,0.42,NA,NA,0.19,15,15
17714,20,0.45,22,16,0.41,NA,NA,0.19,21,14
17714,21,0.45,21,16,0.39,NA,NA,0.19,20,14
17714,22,0.44,20,15,0.38,NA,NA,0.19,18,13
17714,23,0.44,18,14,0.37,NA,NA,0.18,17,11
17714,24,0.43,13,15,0.34,NA,NA,0.17,15,12
17715,1,0.4,11,15,0.32,NA,NA,0.17,12,12
17715,2,0.37,8,15,0.3,NA,NA,0.16,10,13
17715,3,0.32,7,15,0.27,NA,NA,0.16,8,13
17715,4,0.27,7,15,0.25,NA,NA,0.16,8,13
17715,5,0.24,8,15,0.23,NA,NA,0.16,13,13
17715,6,0.21,11,15,0.21,NA,NA,0.17,19,13
17715,7,0.2,16,16,0.21,NA,NA,0.19,22,14
17715,8,0.25,21,16,0.27,NA,NA,0.22,23,14
17715,9,0.3,22,16,0.3,NA,NA,0.25,26,14
17715,10,0.36,24,16,0.35,NA,NA,0.29,28,14
17715,11,0.43,27,17,0.4,NA,NA,0.33,31,15
17715,12,0.49,27,18,0.44,NA,NA,0.36,23,17
17715,13,0.51,19,19,0.49,NA,NA,0.37,17,18
17715,14,0.53,16,19,0.55,NA,NA,0.37,15,19
17715,15,0.53,16,19,0.57,NA,NA,0.37,14,19
17715,16,0.5,15,19,0.52,NA,NA,0.36,16,20
17715,17,0.49,16,20,0.51,NA,NA,0.33,19,21
17715,18,0.46,21,21,0.49,NA,NA,0.31,24,21
17715,19,0.43,23,21,0.46,NA,NA,0.29,26,22
17715,20,0.41,27,21,0.44,NA,NA,0.29,35,22
17715,21,0.44,28,21,0.41,NA,NA,0.29,32,23
17715,22,0.46,28,21,0.37,NA,NA,0.31,36,23
17715,23,0.47,29,22,0.35,NA,NA,0.33,34,24
17715,24,0.5,29,23,0.33,NA,NA,0.34,33,24
17716,1,0.48,27,24,0.32,NA,NA,0.36,31,24
17716,2,0.47,24,25,0.31,NA,NA,0.38,28,25
17716,3,0.46,22,26,0.28,NA,NA,0.39,30,26
17716,4,0.43,20,27,0.26,NA,NA,0.37,16,NA
17716,5,0.39,11,27,0.23,NA,NA,0.36,16,NA
17716,6,0.35,14,27,0.21,NA,NA,0.36,21,NA
17716,7,0.33,26,27,0.21,NA,NA,0.36,30,NA
17716,8,0.32,29,28,0.22,NA,NA,0.36,27,NA
17716,9,0.35,30,28,0.23,NA,NA,0.38,38,NA
17716,10,0.38,31,29,0.24,NA,NA,0.39,31,NA
17716,11,0.42,29,29,0.25,NA,NA,0.39,33,NA
17716,12,0.43,23,28,0.27,NA,NA,0.41,33,NA
17716,13,0.45,19,27,0.27,NA,NA,0.43,26,NA
17716,14,0.47,19,27,0.28,NA,NA,0.43,22,NA
17716,15,0.48,19,27,0.28,NA,NA,0.43,24,NA
17716,16,0.48,23,27,0.26,NA,NA,0.43,28,NA
17716,17,0.5,23,28,0.25,NA,NA,0.42,30,NA
17716,18,0.48,21,28,0.24,NA,NA,0.43,35,NA
17716,19,0.47,22,28,0.25,NA,NA,0.45,32,NA
17716,20,0.49,24,28,0.25,NA,NA,0.47,32,NA
17716,21,0.51,23,27,0.27,NA,NA,0.47,30,NA
17716,22,0.52,20,28,0.27,NA,NA,0.47,28,NA
17716,23,0.52,19,27,0.27,NA,NA,0.47,21,NA
17716,24,0.51,22,26,0.25,NA,NA,0.46,23,NA
17717,1,0.46,21,25,0.24,NA,NA,0.44,17,NA
17717,2,0.43,11,24,0.22,NA,NA,0.4,12,NA
17717,3,0.4,9,23,0.2,NA,NA,0.35,13,NA
17717,4,0.36,8,23,0.18,NA,NA,0.32,14,NA
17717,5,0.32,7,22,0.16,NA,NA,0.3,13,NA
17717,6,0.3,9,22,0.14,NA,NA,0.29,21,NA
17717,7,0.29,14,22,0.14,NA,NA,0.3,31,NA
17717,8,0.3,18,22,0.15,NA,NA,0.3,28,NA
17717,9,0.32,23,22,0.16,NA,NA,0.34,34,NA
17717,10,0.35,22,21,0.17,NA,11,0.36,37,NA
17717,11,0.38,22,20,0.19,NA,11,0.37,28,NA
17717,12,0.4,18,20,0.21,NA,12,0.37,23,NA
17717,13,0.42,16,20,0.23,NA,12,0.35,30,NA
17717,14,0.43,16,20,0.24,NA,12,0.34,25,NA
17717,15,0.44,16,22,0.24,NA,13,0.35,31,NA
17717,16,0.44,14,22,0.25,NA,14,0.36,21,NA
17717,17,0.42,18,21,0.25,NA,15,0.34,22,NA
17717,18,0.42,22,21,0.26,NA,16,0.35,26,NA
17717,19,0.42,23,21,0.26,NA,17,0.38,23,NA
17717,20,0.43,23,20,0.26,NA,18,0.4,23,NA
17717,21,0.44,22,20,0.25,NA,18,0.43,19,NA
17717,22,0.46,21,20,0.25,NA,19,0.44,22,NA
17717,23,0.46,17,20,0.24,NA,19,0.42,19,NA
17717,24,0.45,13,19,0.23,NA,20,0.4,28,NA
17718,1,0.44,9,19,0.22,NA,21,0.39,51,NA
17718,2,0.43,7,19,0.21,NA,21,0.36,52,NA
17718,3,0.4,6,19,0.19,NA,21,0.33,41,NA
17718,4,0.37,5,19,0.17,NA,21,0.3,32,NA
17718,5,0.34,6,19,0.15,NA,21,0.28,32,NA
17718,6,0.31,8,19,0.14,NA,21,0.27,43,NA
17718,7,0.3,12,19,0.14,NA,21,0.26,51,NA
17718,8,0.3,17,18,0.14,NA,21,0.27,63,NA
17718,9,0.31,19,18,0.15,NA,20,0.27,53,NA
17718,10,0.32,18,17,0.15,NA,19,0.27,92,NA
17718,11,0.33,17,17,0.16,NA,20,0.27,63,16
17718,12,0.36,17,17,0.18,NA,19,0.29,59,17
17719,13,0.45,16,14,0.18,NA,16,0.41,15,14
17719,14,0.46,19,13,0.19,NA,15,0.42,22,13
17719,15,0.49,19,12,0.21,NA,15,0.42,24,12
17719,16,0.5,18,12,0.22,NA,15,0.4,19,11
17719,17,0.51,16,11,0.24,NA,14,0.39,18,10
17719,18,0.52,16,11,0.26,NA,14,0.39,16,9
17719,19,0.53,16,10,0.28,NA,13,0.39,19,9
17719,20,0.55,18,10,0.31,NA,13,0.38,20,9
17719,21,0.56,17,9,0.33,NA,12,0.38,19,8
17719,22,0.56,17,9,0.33,NA,13,0.36,20,8
17719,23,0.55,16,8,0.32,NA,12,0.35,19,8
17719,24,0.54,16,8,0.31,NA,12,0.34,19,7
17720,1,0.54,12,7,0.31,NA,12,0.33,15,8
17720,2,0.52,11,7,0.3,NA,11,0.32,13,7
17720,3,0.5,10,7,0.29,NA,11,0.3,15,7
17720,4,0.47,9,6,0.27,NA,11,0.29,15,7
17720,5,0.43,8,6,0.26,NA,11,0.28,22,7
17720,6,0.4,8,6,0.24,NA,11,0.26,21,7
17720,7,0.37,7,6,0.23,NA,10,0.25,17,7
17720,8,0.35,11,6,0.22,NA,10,0.24,20,7
17720,9,0.35,13,7,0.21,NA,11,0.23,18,8
17720,10,0.35,12,7,0.21,NA,11,0.23,17,8
17720,11,0.36,11,7,0.2,NA,11,0.22,13,8
17720,12,0.37,11,8,0.2,NA,12,0.22,12,9
17720,13,0.4,10,8,0.21,NA,12,0.22,13,9
17720,14,0.42,10,8,0.21,NA,13,0.22,10,10
17720,15,0.42,7,9,0.21,NA,13,0.22,11,10
17720,16,0.43,9,9,0.21,NA,13,0.22,11,11
17720,17,0.43,10,9,0.21,NA,14,0.21,14,11
17720,18,0.44,14,10,0.22,NA,14,0.21,16,12
17720,19,0.48,22,10,0.23,NA,15,0.21,18,12
17720,20,0.55,25,11,0.25,NA,15,0.21,22,13
17720,21,0.59,24,13,0.27,NA,16,0.24,28,14
17720,22,0.62,24,14,0.28,NA,17,0.28,29,15
17720,23,0.71,25,15,0.31,NA,18,0.32,29,16
17720,24,0.76,21,17,0.33,NA,19,0.37,29,17
17721,1,0.79,21,18,0.35,NA,20,0.4,25,18
17721,2,0.8,18,19,0.34,NA,21,0.41,19,18
17721,3,0.75,13,19,0.33,NA,22,0.42,17,19
17721,4,0.66,10,20,0.31,NA,22,0.41,14,19
17721,5,0.6,9,20,0.28,NA,22,0.39,13,19
17721,6,0.55,7,20,0.27,NA,22,0.35,14,19
17721,7,0.46,10,20,0.24,NA,22,0.33,18,19
17721,8,0.39,14,20,0.22,NA,22,0.31,23,19
17721,9,0.37,17,19,0.2,NA,22,0.29,26,18
17721,10,0.36,18,20,0.2,NA,22,0.28,22,18
17721,11,0.37,14,20,0.2,NA,23,0.28,19,18
17721,12,0.38,12,19,0.2,NA,23,0.29,15,18
17721,13,0.4,13,19,0.21,NA,23,0.28,13,18
17721,14,0.42,14,19,0.21,NA,23,0.27,13,17
17721,15,0.44,14,19,0.22,NA,22,0.25,12,17
17721,16,0.46,13,19,0.23,NA,22,0.22,16,16
17721,17,0.46,15,19,0.22,NA,22,0.21,18,16
17721,18,0.48,17,19,0.23,NA,22,0.21,19,16
17721,19,0.52,20,18,0.24,NA,21,0.19,18,16
17721,20,0.53,19,18,0.25,NA,21,0.2,25,15
17721,21,0.55,22,17,0.26,NA,20,0.21,28,15
17721,22,0.57,22,17,0.27,NA,20,0.24,31,14
17721,23,0.6,26,17,0.29,NA,20,0.28,36,13
17721,24,0.65,27,17,0.3,NA,19,0.31,30,13
17722,1,0.68,26,16,0.3,NA,19,0.34,31,13
17722,2,0.66,23,14,0.3,NA,19,0.36,28,13
17722,3,0.63,24,14,0.29,NA,19,0.4,29,13
17722,4,0.62,22,13,0.29,NA,20,0.41,27,14
17722,5,0.6,23,13,0.27,NA,21,0.42,26,14
17722,6,0.6,23,12,0.27,NA,21,0.43,28,15
17722,7,0.6,25,12,0.26,NA,22,0.43,30,15
17722,8,0.64,28,12,0.25,NA,22,0.5,39,16
17722,9,0.74,31,12,0.24,NA,22,0.5,35,16
17722,10,0.8,28,11,0.23,NA,22,0.53,36,17
17722,11,0.82,19,10,0.23,NA,22,0.53,29,19
17722,12,0.83,18,10,0.22,NA,22,0.55,31,20
17722,13,0.83,17,NA,0.21,NA,21,0.58,NA,21
17722,14,0.83,15,NA,0.2,NA,21,0.58,NA,21
17722,15,0.79,17,NA,0.18,NA,21,0.55,22,23
17722,16,0.7,18,NA,0.17,NA,21,0.46,23,25
17722,17,0.59,20,NA,0.17,NA,21,0.45,23,26
17722,18,0.58,23,NA,0.17,NA,21,0.44,30,28
17722,19,0.61,24,NA,0.18,NA,21,0.47,30,29
17722,20,0.65,26,NA,0.19,NA,21,0.47,26,31
17722,21,0.69,25,NA,0.2,NA,20,0.47,25,32
17722,22,0.74,26,NA,0.22,NA,20,0.48,26,33
17722,23,0.76,23,NA,0.22,NA,20,0.47,19,33
17722,24,0.77,19,NA,0.22,NA,19,0.46,16,32
17723,1,0.75,16,NA,0.21,NA,18,0.44,15,32
17723,2,0.69,12,NA,0.2,NA,17,0.4,13,32
17723,3,0.63,11,NA,0.18,NA,17,0.35,12,32
17723,4,0.57,9,NA,0.16,NA,15,0.32,14,31
17723,5,0.51,13,NA,0.14,NA,14,0.29,12,30
17723,6,0.46,17,NA,0.12,NA,14,0.27,16,30
17723,7,0.44,18,NA,0.13,NA,13,0.27,20,31
17723,8,0.46,21,NA,0.14,NA,13,0.3,29,31
17723,9,0.52,22,NA,0.16,NA,13,0.34,32,32
17723,10,0.55,20,NA,0.17,NA,12,0.37,26,32
17723,11,0.57,17,NA,0.18,NA,12,0.4,22,32
17723,12,0.6,16,NA,0.19,NA,12,0.43,26,32
17723,13,0.64,16,NA,0.2,NA,12,0.46,26,33
17723,14,0.65,14,NA,0.2,NA,12,0.48,22,34
17723,15,0.64,14,NA,0.2,NA,13,0.49,20,34
17723,16,0.63,16,NA,0.19,NA,14,0.49,22,35
17723,17,0.6,18,NA,0.18,NA,14,0.47,24,35
17723,18,0.6,22,15,0.17,NA,14,0.47,29,35
17723,19,0.64,26,15,0.18,NA,15,0.51,31,35
17723,20,0.68,26,15,0.2,NA,15,0.53,29,36
17723,21,0.73,28,15,0.21,NA,15,0.53,29,37
17723,22,0.8,28,15,0.23,NA,15,0.53,26,37
17723,23,0.84,25,15,0.23,NA,16,0.54,23,37
17723,24,0.82,17,15,0.23,NA,16,0.53,15,38
17724,1,0.8,13,14,0.22,NA,16,0.5,16,38
17724,2,0.76,11,14,0.22,NA,16,0.47,15,38
17724,3,0.69,7,14,0.2,NA,16,0.41,15,38
17724,4,0.62,8,14,0.17,NA,16,0.36,16,39
17724,5,0.53,7,15,0.16,NA,16,0.33,19,39
17724,6,0.44,10,15,0.14,NA,16,0.3,17,39
17724,7,0.4,15,NA,0.14,NA,16,0.3,20,39
17724,8,0.43,20,NA,0.15,NA,16,0.32,22,39
17724,9,0.49,20,NA,0.16,NA,16,0.36,26,39
17724,10,0.55,19,NA,0.18,NA,16,0.42,27,39
17724,11,0.62,20,NA,0.2,NA,16,0.47,25,39
17724,12,0.68,19,NA,0.22,NA,16,0.53,24,39
17724,13,0.73,18,NA,0.23,NA,16,0.56,20,40
17724,14,0.77,17,NA,0.24,NA,16,0.6,21,39
17724,15,0.79,19,NA,0.26,9,16,0.61,21,39
17724,16,0.79,20,NA,0.27,10,15,0.62,28,39
17724,17,0.77,22,NA,0.28,10,15,0.63,34,38
17724,18,0.78,26,NA,0.28,10,16,0.64,35,39
17724,19,0.81,27,NA,0.29,11,16,0.68,31,39
17724,20,0.86,26,NA,0.3,11,16,0.72,32,39
17724,21,0.94,27,NA,0.33,12,16,0.81,35,39
17724,22,1,27,NA,0.36,12,16,0.86,31,40
17724,23,1.06,27,NA,0.37,12,17,0.91,29,40
17724,24,1.08,25,NA,0.37,11,16,0.92,26,40
17725,1,1.09,24,NA,0.36,11,17,0.9,25,40
17725,2,1.07,25,NA,0.35,10,17,0.86,26,41
17725,3,1.01,22,NA,0.33,9,18,0.8,22,41
17725,4,0.94,20,NA,0.3,9,19,0.73,20,42
17725,5,0.83,19,NA,0.27,8,20,0.62,21,42
17725,6,0.75,20,NA,0.23,10,20,0.55,21,42
17725,7,0.7,23,NA,0.21,11,21,0.53,30,42
17725,8,0.7,26,NA,0.2,12,22,0.55,32,43
17725,9,0.77,28,NA,0.22,13,23,0.63,37,43
17725,10,0.87,31,35,0.24,14,24,0.73,39,44
17725,11,0.96,32,36,0.28,14,26,0.83,37,46
17725,12,1.04,32,37,0.3,13,27,0.91,36,47
17725,13,1.1,30,38,0.33,14,29,0.98,37,48
17725,14,1.18,34,39,0.35,13,31,1.06,39,49
17725,15,1.23,30,40,0.36,12,32,1.13,39,51
17725,16,1.26,31,40,0.36,12,34,1.15,38,54
17725,17,1.24,30,39,0.35,11,35,1.1,33,57
17725,18,1.2,30,40,0.34,12,36,1.04,33,58
17725,19,1.28,33,40,0.35,14,38,1.02,32,58
17725,20,1.43,37,41,0.36,14,39,1.03,34,60
17725,21,1.53,31,42,0.36,11,41,1.03,30,61
17725,22,1.61,30,42,0.36,10,41,1.02,31,63
17725,23,1.6,25,43,0.35,9,42,0.97,34,65
17725,24,1.57,22,43,0.33,8,42,0.92,26,68
17726,1,1.53,20,43,0.32,7,43,0.9,27,70
17726,2,1.46,18,43,0.31,6,45,0.86,21,72
17726,3,1.29,16,43,0.26,6,45,0.77,18,73
17726,4,1.06,14,43,0.23,5,45,0.68,15,74
17726,5,0.91,16,42,0.2,5,45,0.61,15,74
17726,6,0.77,16,42,0.19,6,45,0.54,16,75
17726,7,0.73,20,42,0.18,6,45,0.51,20,75
17726,8,0.72,23,42,0.19,8,45,0.53,26,75
17726,9,0.74,23,42,0.22,10,44,0.54,28,76
17726,10,0.76,21,41,0.24,8,43,0.54,24,76
17726,11,0.78,17,40,0.25,6,42,0.55,21,76
17726,12,0.8,18,39,0.26,6,42,0.57,21,76
17726,13,0.84,21,38,0.27,7,41,0.6,22,76
17726,14,0.87,20,37,0.27,7,38,0.62,21,75
17726,15,0.87,19,36,0.28,8,37,0.62,21,74
17726,16,0.87,24,36,0.27,8,37,0.61,21,72
17726,17,0.86,27,35,0.24,9,36,0.63,31,72
17726,18,0.89,28,35,0.33,16,36,0.71,36,72
17726,19,1.09,36,35,0.39,16,36,0.83,33,73
17726,20,1.49,37,37,0.57,19,38,1.16,41,75
17726,21,1.89,39,38,0.67,17,39,1.39,39,78
17726,22,2.32,40,40,0.85,19,41,1.9,47,81
17726,23,2.82,40,42,1.07,20,44,2.49,50,85
17726,24,3.06,34,45,1.16,17,47,2.8,41,87
17727,1,3.14,29,46,1.2,15,50,2.9,30,90
17727,2,3.12,22,48,1.13,12,50,2.82,23,91
17727,3,2.92,19,48,1.08,11,51,2.64,19,90
17727,4,2.51,14,48,0.92,10,51,2.57,19,89
17727,5,2.06,10,48,0.82,9,52,2.58,15,88
17727,6,1.58,14,48,0.65,9,51,NA,15,88
17727,7,1.05,17,48,0.44,9,51,NA,17,86
17727,8,0.76,21,48,0.34,9,51,NA,19,85
17727,9,0.63,20,48,0.29,9,50,NA,19,83
17727,10,0.58,13,47,0.25,8,50,NA,15,80
17727,11,0.53,10,47,0.23,8,49,NA,12,78
17727,12,0.5,9,47,0.21,8,50,NA,12,76
17727,13,0.5,8,46,0.21,8,50,NA,13,73
17727,14,0.5,8,46,0.19,7,50,NA,11,72
17727,15,0.5,9,45,0.18,7,50,NA,11,70
17727,16,0.5,8,44,0.19,8,49,NA,10,68
17727,17,0.48,10,43,0.18,8,48,NA,12,65
17727,18,0.49,10,42,0.19,9,47,NA,12,61
17727,19,0.5,14,40,0.2,10,44,NA,16,58
17727,20,0.51,17,37,0.21,10,42,NA,20,53
17727,21,0.53,15,35,0.2,8,40,NA,18,47
17727,22,0.55,20,32,0.2,9,38,NA,22,41
17727,23,0.57,19,29,0.2,8,34,NA,18,34
17727,24,0.57,15,26,0.18,7,30,NA,16,28
17728,1,0.57,15,23,0.18,5,27,NA,17,22
17728,2,0.56,10,21,0.16,4,24,NA,16,19
17728,3,0.55,11,20,0.15,5,23,NA,19,18
17728,4,0.54,12,19,0.14,5,22,NA,15,17
17728,5,0.53,12,18,0.14,5,21,NA,18,17
17728,6,0.52,14,18,0.14,6,21,0.25,19,16
17728,7,0.5,20,17,0.15,10,21,0.27,24,17
17728,8,0.51,24,17,0.16,11,21,0.29,25,16
17728,9,0.52,24,17,0.17,11,21,0.32,24,17
17728,10,0.55,24,16,0.19,13,22,0.33,23,17
17728,11,0.56,19,17,0.2,11,22,0.33,20,17
17728,12,0.57,14,17,0.2,10,22,0.33,19,17
17728,13,0.57,NA,16,0.21,8,22,0.32,22,18
17728,14,0.54,15,16,0.22,9,21,0.32,19,18
17728,15,0.51,15,16,0.22,9,21,0.31,18,17
17728,16,0.47,14,17,0.23,9,21,0.29,17,18
17728,17,0.43,14,17,0.23,9,21,0.28,17,18
17728,18,0.38,16,17,0.23,10,21,0.27,20,18
17728,19,0.35,21,17,0.23,11,21,0.26,21,18
17728,20,0.34,20,17,0.23,11,21,0.26,21,18
17728,21,0.34,19,17,0.22,10,20,0.26,23,18
17728,22,0.33,18,17,0.22,9,20,0.26,23,18
17728,23,0.33,18,17,0.21,8,20,0.23,18,18
17728,24,0.32,19,17,0.19,6,20,0.21,17,18
17729,1,0.31,16,16,0.18,4,20,0.2,14,18
17729,2,0.29,8,17,0.16,3,21,0.19,11,19
17729,3,0.27,7,17,0.15,3,21,0.19,9,19
17729,4,0.26,9,17,0.14,2,21,0.19,11,19
17729,5,0.24,8,17,0.13,2,21,0.18,11,20
17729,6,0.23,9,17,0.13,3,21,0.18,16,20
17729,7,0.23,14,17,0.13,5,21,0.2,18,20
17729,8,0.22,20,17,0.15,7,21,0.23,20,20
17729,9,0.23,23,17,0.16,9,21,0.25,20,21
17729,10,0.25,26,17,0.18,9,21,0.27,19,21
17729,11,0.27,21,17,0.2,8,20,0.29,21,22
17729,12,0.29,22,17,0.22,8,20,0.32,18,21
17729,13,0.31,21,18,0.24,7,20,0.34,19,21
17729,14,0.33,21,18,0.25,8,20,0.35,19,21
17729,15,0.35,19,18,0.27,8,20,0.37,19,22
17729,16,0.37,19,17,0.28,8,20,0.37,22,22
17729,17,0.38,20,17,0.29,8,20,0.37,20,22
17729,18,0.39,23,17,0.29,8,20,0.38,20,21
17729,19,0.42,24,17,0.31,9,19,0.39,20,22
17729,20,0.44,26,17,0.31,9,19,0.41,19,22
17729,21,0.46,25,17,0.31,8,19,0.41,20,22
17729,22,0.47,25,17,0.31,8,19,0.41,21,22
17729,23,0.47,23,17,0.3,8,19,0.41,20,22
17729,24,0.46,18,17,0.29,6,19,0.4,19,22
17730,1,0.45,16,18,0.27,7,19,0.39,23,22
17730,2,0.43,16,18,0.25,6,19,0.37,22,22
17730,3,0.4,12,17,0.22,4,19,0.34,14,21
17730,4,0.36,10,17,0.19,5,19,0.31,19,21
17730,5,0.33,9,17,0.17,4,19,0.29,16,21
17730,6,0.3,11,17,0.15,4,19,0.27,19,20
17730,7,0.29,15,17,0.15,6,18,0.26,22,20
17730,8,0.29,20,16,0.15,9,18,0.26,22,19
17730,9,0.3,23,16,0.16,10,17,0.26,22,19
17730,10,0.32,23,16,0.17,10,17,0.27,21,18
17730,11,0.35,21,15,0.18,9,17,0.29,22,18
17730,12,0.4,22,15,0.19,NA,17,0.31,21,17
17730,13,0.46,25,15,0.24,NA,17,0.33,22,17
17730,14,0.56,27,15,0.31,12,17,0.34,24,17
17730,15,0.65,29,16,0.37,12,18,0.35,21,17
17730,16,0.73,29,17,0.43,13,20,0.39,29,17
17730,17,0.82,28,19,0.48,12,22,0.46,29,18
17730,18,0.91,27,20,0.53,12,23,0.53,27,19
17730,19,1,26,21,0.57,10,24,0.58,23,19
17730,20,1.04,25,22,0.55,9,24,0.61,21,20
17730,21,1.05,22,22,0.53,8,25,0.63,18,20
17730,22,1.01,21,22,0.49,9,25,0.64,19,20
17730,23,0.97,21,22,0.45,9,25,0.63,22,20
17730,24,0.93,21,22,0.42,9,25,0.6,20,20
17731,1,0.9,20,22,0.39,9,25,0.59,18,20
17731,2,0.86,19,23,0.37,8,26,0.58,19,21
17731,3,0.85,19,23,0.36,8,26,0.6,18,22
17731,4,0.84,18,24,0.36,8,27,0.61,15,23
17731,5,0.83,17,25,0.36,7,28,0.63,16,24
17731,6,0.81,14,26,0.35,6,29,0.63,10,25
17731,7,0.8,14,26,0.35,7,30,0.65,13,25
17731,8,0.79,15,26,0.34,7,30,0.65,15,25
17731,9,0.79,17,26,0.33,8,31,0.62,15,26
17731,10,0.78,18,26,0.33,9,30,0.57,16,26
17731,11,0.75,19,26,0.32,9,31,0.52,16,26
17731,12,0.74,19,26,0.32,9,30,0.49,19,25
17731,13,0.75,19,26,0.32,8,30,0.47,15,25
17731,14,0.79,19,25,0.33,8,29,0.49,18,25
17731,15,0.81,18,24,0.33,8,28,0.5,17,24
17731,16,0.83,16,22,0.32,7,26,0.5,12,23
17731,17,0.8,14,20,0.31,6,23,0.49,10,22
17731,18,0.79,13,19,0.31,7,22,0.52,15,21
17731,19,0.77,15,18,0.3,7,20,0.52,11,20
17731,20,0.73,14,16,0.29,7,19,0.5,12,19
17731,21,0.7,15,16,0.29,7,18,0.48,11,18
17731,22,0.67,17,15,0.28,8,18,0.47,17,18
17731,23,0.63,18,15,0.27,7,17,0.44,14,18
17731,24,0.58,15,14,0.26,6,16,0.41,14,17
17732,1,0.54,12,14,0.25,5,15,0.4,14,17
17732,2,0.49,9,13,0.22,4,14,0.34,14,16
17732,3,0.42,7,12,0.19,3,13,0.31,12,15
17732,4,0.38,5,11,0.17,2,12,0.29,8,13
17732,5,0.33,4,10,0.15,2,10,0.27,10,12
17732,6,0.29,6,9,0.14,3,10,0.25,13,11
17732,7,0.27,10,8,0.13,5,9,0.24,13,11
17732,8,0.27,15,8,0.13,6,8,0.25,15,10
17732,9,0.28,16,8,0.14,7,8,0.26,16,10
17732,10,0.3,19,8,0.15,8,8,0.28,20,10
17732,11,0.33,18,8,0.16,9,8,0.3,20,10
17732,12,0.37,19,7,0.18,8,8,0.33,18,11
17732,13,0.41,18,7,0.2,8,8,0.36,19,11
17732,14,0.45,17,7,0.22,9,8,0.38,17,11
17732,15,0.48,18,7,0.23,8,8,0.38,15,11
17732,16,0.49,17,7,0.24,8,8,0.39,18,11
17732,17,0.49,17,7,0.25,8,8,0.39,18,11
17732,18,0.49,18,7,0.26,8,8,0.41,21,11
17732,19,0.49,20,7,0.26,9,8,0.43,20,11
17732,20,0.49,18,7,0.25,7,8,0.43,18,10
17732,21,0.48,19,7,0.25,7,8,0.42,17,11
17732,22,0.47,18,7,0.24,7,8,0.41,19,11
17732,23,0.46,15,7,0.23,7,9,0.4,19,11
17732,24,0.44,12,7,0.21,6,9,0.38,14,12
17733,1,0.42,12,7,0.2,5,9,0.36,16,12
